2211 3685
2210 1 1
2210 2 1
2210 3 1
2210 4 1
2210 5 1
2210 6 1
2210 7 1
2210 8 1
2210 9 1
2210 10 1
2210 11 1
2210 12 1
2210 13 1
2210 14 1
2210 15 1
2210 16 1
2210 17 1
2210 18 1
2210 19 1
2210 20 1
2210 21 1
2210 22 1
2210 23 1
2210 24 1
2210 25 1
2210 26 1
2210 27 1
2210 28 1
2210 29 1
2210 30 1
2210 31 1
2210 32 1
2210 33 1
2210 34 1
2210 35 1
2210 36 1
2210 37 1
2210 38 1
2210 39 1
2210 40 1
2210 41 1
2210 42 1
2210 43 1
2210 44 1
2210 45 1
2210 46 1
2210 47 1
2210 48 1
2210 49 1
2210 50 1
2210 51 1
2210 52 1
2210 53 1
2210 54 1
2210 55 1
2210 56 1
2210 57 1
2210 58 1
2210 59 1
2210 60 1
2210 61 1
2210 62 1
2210 63 1
2210 64 1
2210 65 1
2210 66 1
2210 67 1
2210 68 1
2210 69 1
2210 70 1
2210 71 1
2210 72 1
2210 73 1
2210 74 1
2210 75 1
2210 76 1
2210 77 1
2210 78 1
2210 79 1
2210 80 1
2210 81 1
2210 82 1
2210 83 1
2210 84 1
2210 85 1
2210 86 1
2210 87 1
2210 88 1
2210 89 1
2210 90 1
2210 91 1
2210 92 1
2210 93 1
2210 94 1
2210 95 1
2210 96 1
2210 97 1
2210 98 1
2210 99 1
2210 100 1
2210 101 1
2210 102 1
2210 103 1
2210 104 1
2210 105 1
2210 106 1
2210 107 1
2210 108 1
2210 109 1
2210 110 1
2210 111 1
2210 112 1
2210 113 1
2210 114 1
2210 115 1
2210 116 1
2210 117 1
2210 118 1
2210 119 1
2210 120 1
2210 121 1
2210 122 1
2210 123 1
2210 124 1
2210 125 1
2210 126 1
2210 127 1
2210 128 1
2210 129 1
2210 130 1
2210 131 1
2210 132 1
2210 133 1
2210 134 1
2210 135 1
2210 136 1
2210 137 1
2210 138 1
2210 139 1
2210 140 1
2210 141 1
2210 142 1
2210 143 1
2210 144 1
2210 145 1
2210 146 1
2210 147 1
2210 148 1
2210 149 1
2210 150 1
2210 151 1
2210 152 1
2210 153 1
2210 154 1
2210 155 1
2210 156 1
2210 157 1
2210 158 1
2210 159 1
2210 160 1
2210 161 1
2210 162 1
2210 163 1
2210 164 1
2210 165 1
2210 166 1
2210 167 1
2210 168 1
2210 169 1
2210 170 1
2210 171 1
2210 172 1
2210 173 1
2210 174 1
2210 175 1
2210 176 1
2210 177 1
2210 178 1
2210 179 1
2210 180 1
2210 181 1
2210 182 1
2210 183 1
2210 184 1
2210 185 1
2210 186 1
2210 187 1
2210 188 1
2210 189 1
2210 190 1
2210 191 1
2210 192 1
2210 193 1
2210 194 1
2210 195 1
2210 196 1
2210 197 1
2210 198 1
2210 199 1
2210 200 1
2210 201 1
2210 202 1
2210 203 1
2210 204 1
2210 205 1
2210 206 1
2210 207 1
2210 208 1
2210 209 1
2210 210 1
2210 211 1
2210 212 1
2210 213 1
2210 214 1
2210 215 1
2210 216 1
2210 217 1
2210 218 1
2210 219 1
2210 220 1
2210 221 1
2210 222 1
2210 223 1
2210 224 1
2210 225 1
2210 226 1
2210 227 1
2210 228 1
2210 229 1
2210 230 1
2210 231 1
2210 232 1
2210 233 1
2210 234 1
2210 235 1
2210 236 1
2210 237 1
2210 238 1
2210 239 1
2210 240 1
2210 241 1
2210 242 1
2210 243 1
